region_code,sa3_name,sa3_name_lower,gcc_name,state_name,end_year,individuals,total_income,median_taxable_income,average_taxable_income,avg_income_thousand,salary_share_pct,mean_price_thousand,mean_price_value,mean_price_thousand_value,price_to_income,price_to_income_rank_city,area_sq_km
20901,Banyule,banyule,Greater Melbourne,Victoria,2018,67723,4610073737.0,56000.0,68067.0,68.067,77.5,726.85,726850.0,726.85,10.678449175077498,27,62.6133
21002,Macedon Ranges,macedon ranges,Greater Melbourne,Victoria,2018,16172,1113113202.0,56269.0,68825.0,68.825,76.5,726.85,726850.0,726.85,10.56084271703596,28,992.1072
20903,Nillumbik - Kinglake,nillumbik - kinglake,Greater Melbourne,Victoria,2018,37695,2595416794.0,55312.0,68846.0,68.846,76.5,726.85,726850.0,726.85,10.55762135781309,29,751.7682
21302,Hobsons Bay,hobsons bay,Greater Melbourne,Victoria,2018,46982,3318761880.0,58871.0,70638.0,70.638,81.8,726.85,726850.0,726.85,10.289787366573233,30,62.2158
20602,Darebin - South,darebin - south,Greater Melbourne,Victoria,2018,33049,2334653532.0,58080.0,70644.0,70.644,83.0,726.85,726850.0,726.85,10.28891342506087,31,14.0275
20802,Glen Eira,glen eira,Greater Melbourne,Victoria,2018,85462,6037885302.0,54300.0,70645.0,70.645,75.1,726.85,726850.0,726.85,10.288767782574846,32,40.7003
21102,Manningham - East,manningham - east,Greater Melbourne,Victoria,2018,14095,1003360720.0,50564.0,71211.0,71.211,68.3,726.85,726850.0,726.85,10.206990493041806,33,66.5619
20603,Essendon,essendon,Greater Melbourne,Victoria,2018,40926,2926568745.0,57219.0,71518.0,71.518,80.2,726.85,726850.0,726.85,10.163175704018569,34,18.2149
20607,Yarra,yarra,Greater Melbourne,Victoria,2018,61362,4639043771.0,60826.0,75598.0,75.598,82.8,726.85,726850.0,726.85,9.614672345829256,35,20.6159
20605,Port Phillip,port phillip,Greater Melbourne,Victoria,2018,72159,5698593802.0,59147.0,78975.0,78.975,80.5,726.85,726850.0,726.85,9.203545425767649,36,25.8641
20606,Stonnington - West,stonnington - west,Greater Melbourne,Victoria,2018,42968,3549419608.0,60485.0,82606.0,82.606,75.1,726.85,726850.0,726.85,8.798997651502312,37,11.9292
20701,Boroondara,boroondara,Greater Melbourne,Victoria,2018,93075,7950983663.0,57047.0,85426.0,85.426,68.2,726.85,726850.0,726.85,8.508533701683328,38,60.0159
20804,Stonnington - East,stonnington - east,Greater Melbourne,Victoria,2018,23637,2058976681.0,57130.0,87108.0,87.108,69.2,726.85,726850.0,726.85,8.344239335078294,39,13.7218
20801,Bayside,bayside,Greater Melbourne,Victoria,2018,52243,4954041284.0,59428.0,94829.0,94.829,66.0,726.85,726850.0,726.85,7.664849360427717,40,37.2111
21503,Murray River - Swan Hill,murray river - swan hill,Rest of Vic.,Victoria,2018,17923,781160543.0,39719.0,43587.0,43.587,71.8,726.85,726850.0,726.85,16.675843714869114,1,17851.3822
21502,Mildura,mildura,Rest of Vic.,Victoria,2018,28447,1300821798.0,40915.0,45731.0,45.731,80.2,726.85,726850.0,726.85,15.894032494369247,2,22081.9206
20103,Maryborough - Pyrenees,maryborough - pyrenees,Rest of Vic.,Victoria,2018,10405,478352917.0,41316.0,45973.0,45.973,74.7,726.85,726850.0,726.85,15.810366954516782,3,6172.454
20502,Gippsland - East,gippsland - east,Rest of Vic.,Victoria,2018,20001,923377350.0,39999.0,46176.0,46.176,71.6,726.85,726850.0,726.85,15.740861053361053,4,21713.2073
21501,Grampians,grampians,Rest of Vic.,Victoria,2018,27741,1285968616.0,42839.0,46361.0,46.361,71.2,726.85,726850.0,726.85,15.678048359612605,5,38139.6815
21703,Colac - Corangamite,colac - corangamite,Rest of Vic.,Victoria,2018,18308,851011165.0,41731.0,46478.0,46.478,71.4,726.85,726850.0,726.85,15.63858169456517,6,7936.5546
21602,Moira,moira,Rest of Vic.,Victoria,2018,13525,630687956.0,41978.0,46638.0,46.638,74.7,726.85,726850.0,726.85,15.584930743170805,7,4045.9201
20203,Loddon - Elmore,loddon - elmore,Rest of Vic.,Victoria,2018,4735,222154266.0,42964.0,46898.0,46.898,67.4,726.85,726850.0,726.85,15.498528721907118,8,7633.5241
20503,Gippsland - South West,gippsland - south west,Rest of Vic.,Victoria,2018,27472,1324205858.0,40187.0,48204.0,48.204,68.0,726.85,726850.0,726.85,15.078624180565928,9,4381.6191
21601,Campaspe,campaspe,Rest of Vic.,Victoria,2018,18426,895128993.0,44131.0,48590.0,48.59,75.3,726.85,726850.0,726.85,14.95883926733896,10,4554.7835
21603,Shepparton,shepparton,Rest of Vic.,Victoria,2018,32914,1602437257.0,43851.0,48691.0,48.691,80.2,726.85,726850.0,726.85,14.927810067568956,11,2333.1625
21701,Glenelg - Southern Grampians,glenelg - southern grampians,Rest of Vic.,Victoria,2018,17209,850240695.0,43206.0,49418.0,49.418,73.0,726.85,726850.0,726.85,14.70820348860739,12,12946.3914
20402,Wangaratta - Benalla,wangaratta - benalla,Rest of Vic.,Victoria,2018,22590,1127147206.0,45286.0,49898.0,49.898,75.1,726.85,726850.0,726.85,14.566716100845726,13,6545.573
20401,Upper Goulburn Valley,upper goulburn valley,Rest of Vic.,Victoria,2018,26374,1340569432.0,44385.0,50835.0,50.835,74.7,726.85,726850.0,726.85,14.298219730500639,14,13959.3184
20403,Wodonga - Alpine,wodonga - alpine,Rest of Vic.,Victoria,2018,37034,1898209917.0,46595.0,51257.0,51.257,77.8,726.85,726850.0,726.85,14.18050217531264,15,13501.5851
21704,Warrnambool,warrnambool,Rest of Vic.,Victoria,2018,26156,1366892373.0,44120.0,52265.0,52.265,74.9,726.85,726850.0,726.85,13.90701234095475,16,5496.1771
20201,Bendigo,bendigo,Rest of Vic.,Victoria,2018,48853,2585125415.0,47321.0,52920.0,52.92,80.3,726.85,726850.0,726.85,13.7348828420257,17,287.4437
20501,Baw Baw,baw baw,Rest of Vic.,Victoria,2018,24823,1353733539.0,46311.0,54531.0,54.531,75.2,726.85,726850.0,726.85,13.329115548953807,18,3933.8416
20101,Ballarat,ballarat,Rest of Vic.,Victoria,2018,53419,2915042012.0,48048.0,54568.0,54.568,80.3,726.85,726850.0,726.85,13.32007770121683,19,448.3487
20102,Creswick - Daylesford - Ballan,creswick - daylesford - ballan,Rest of Vic.,Victoria,2018,13815,755027764.0,46184.0,54665.0,54.665,73.1,726.85,726850.0,726.85,13.296441964694045,20,3666.673
20505,Wellington,wellington,Rest of Vic.,Victoria,2018,19984,1111672145.0,45673.0,55628.0,55.628,76.6,726.85,726850.0,726.85,13.066261594880276,21,10044.7738
20302,Geelong,geelong,Rest of Vic.,Victoria,2018,100671,5703167669.0,48402.0,56650.0,56.65,80.4,726.85,726850.0,726.85,12.83053839364519,22,918.8913
20202,Heathcote - Castlemaine - Kyneton,heathcote - castlemaine - kyneton,Rest of Vic.,Victoria,2018,22802,1297059355.0,47667.0,56881.0,56.881,72.9,726.85,726850.0,726.85,12.778432165397936,23,3920.938
20301,Barwon - West,barwon - west,Rest of Vic.,Victoria,2018,10380,596280466.0,49696.0,57440.0,57.44,75.8,726.85,726850.0,726.85,12.65407381615599,24,2579.8387
20504,Latrobe Valley,latrobe valley,Rest of Vic.,Victoria,2018,35390,2096434299.0,48518.0,59235.0,59.235,83.1,726.85,726850.0,726.85,12.270617033848232,25,1479.6675
20303,Surf Coast - Bellarine Peninsula,surf coast - bellarine peninsula,Rest of Vic.,Victoria,2018,38223,2265863804.0,48364.0,59280.0,59.28,70.6,726.85,726850.0,726.85,12.261302294197032,26,929.969
50604,Gosnells,gosnells,Greater Perth,Western Australia,2018,62029,3643111840.0,51867.0,58732.0,58.732,84.4,518.5749999999999,518574.99999999994,518.5749999999999,8.829513723353537,1,127.2976
50603,Canning,canning,Greater Perth,Western Australia,2018,51241,3079753744.0,49080.0,60104.0,60.104,80.5,518.5749999999999,518574.99999999994,518.5749999999999,8.627961533342205,2,68.1883
50703,Kwinana,kwinana,Greater Perth,Western Australia,2018,21580,1326145791.0,55337.0,61467.0,61.467,89.0,518.5749999999999,518574.99999999994,518.5749999999999,8.436640799127986,3,120.0123
50601,Armadale,armadale,Greater Perth,Western Australia,2018,44330,2748985469.0,54860.0,62006.0,62.006,84.9,518.5749999999999,518574.99999999994,518.5749999999999,8.363303551269231,4,559.5258
50503,Wanneroo,wanneroo,Greater Perth,Western Australia,2018,103382,6441563430.0,53300.0,62312.0,62.312,83.7,518.5749999999999,518574.99999999994,518.5749999999999,8.322233277699318,5,684.2006
50403,Swan,swan,Greater Perth,Western Australia,2018,73103,4570562067.0,54621.0,62526.0,62.526,84.9,518.5749999999999,518574.99999999994,518.5749999999999,8.293749800083164,6,1032.3315
50401,Bayswater - Bassendean,bayswater - bassendean,Greater Perth,Western Australia,2018,45541,2950455463.0,55604.0,64781.0,64.781,81.2,518.5749999999999,518574.99999999994,518.5749999999999,8.005047776354177,7,44.6693
50602,Belmont - Victoria Park,belmont - victoria park,Greater Perth,Western Australia,2018,42538,2776049266.0,55345.0,65260.0,65.26,84.8,518.5749999999999,518574.99999999994,518.5749999999999,7.9462917560527115,8,60.1098
50201,Mandurah,mandurah,Greater Perth,Western Australia,2018,46579,3059412014.0,51486.0,65681.0,65.681,77.9,518.5749999999999,518574.99999999994,518.5749999999999,7.895357866049542,9,1032.8629
50606,Serpentine - Jarrahdale,serpentine - jarrahdale,Greater Perth,Western Australia,2018,15578,1025911398.0,57109.0,65844.0,65.844,82.5,518.5749999999999,518574.99999999994,518.5749999999999,7.875812526577971,10,904.7635
50605,Kalamunda,kalamunda,Greater Perth,Western Australia,2018,30804,2036398056.0,56183.0,66108.0,66.108,78.8,518.5749999999999,518574.99999999994,518.5749999999999,7.844360743026562,11,283.8001
50701,Cockburn,cockburn,Greater Perth,Western Australia,2018,60714,4074797065.0,57140.0,67110.0,67.11,84.0,518.5749999999999,518574.99999999994,518.5749999999999,7.727238861570555,12,148.2103
50402,Mundaring,mundaring,Greater Perth,Western Australia,2018,21594,1450456904.0,55791.0,67169.0,67.169,78.2,518.5749999999999,518574.99999999994,518.5749999999999,7.720451398710714,13,685.4311
50705,Rockingham,rockingham,Greater Perth,Western Australia,2018,67509,4551351687.0,56825.0,67414.0,67.414,85.8,518.5749999999999,518574.99999999994,518.5749999999999,7.692393271427299,14,257.6907
50502,Stirling,stirling,Greater Perth,Western Australia,2018,108727,7410466902.0,54924.0,68159.0,68.159,77.7,518.5749999999999,518574.99999999994,518.5749999999999,7.608312915389016,15,99.3262
50501,Joondalup,joondalup,Greater Perth,Western Australia,2018,88240,6206646721.0,56140.0,70339.0,70.339,77.7,518.5749999999999,518574.99999999994,518.5749999999999,7.372510271684271,16,100.486
50702,Fremantle,fremantle,Greater Perth,Western Australia,2018,21911,1624346297.0,55011.0,74124.0,74.124,75.4,518.5749999999999,518574.99999999994,518.5749999999999,6.996047164211321,17,41.6515
50704,Melville,melville,Greater Perth,Western Australia,2018,54215,4129434915.0,56762.0,76171.0,76.171,71.6,518.5749999999999,518574.99999999994,518.5749999999999,6.8080371795040096,18,53.4537
50607,South Perth,south perth,Greater Perth,Western Australia,2018,23326,1824332061.0,58478.0,78197.0,78.197,73.5,518.5749999999999,518574.99999999994,518.5749999999999,6.631648272951647,19,20.3068
50302,Perth City,perth city,Greater Perth,Western Australia,2018,67836,5417150726.0,57665.0,79857.0,79.857,80.2,518.5749999999999,518574.99999999994,518.5749999999999,6.493795158846437,20,43.5389
50301,Cottesloe - Claremont,cottesloe - claremont,Greater Perth,Western Australia,2018,34950,3689491932.0,56260.0,105559.0,105.559,61.3,518.5749999999999,518574.99999999994,518.5749999999999,4.912655481768489,21,48.7152
50103,Manjimup,manjimup,Rest of WA,Western Australia,2018,11563,567500815.0,38140.0,49083.0,49.083,72.2,518.5749999999999,518574.99999999994,518.5749999999999,10.56526699671984,1,15688.5749
50901,Albany,albany,Rest of WA,Western Australia,2018,28828,1427109791.0,42194.0,49496.0,49.496,69.7,518.5749999999999,518574.99999999994,518.5749999999999,10.477109261354451,2,37888.1495
50903,Wheat Belt - South,wheat belt - south,Rest of WA,Western Australia,2018,9327,474682919.0,41886.0,50866.0,50.866,63.8,518.5749999999999,518574.99999999994,518.5749999999999,10.194923917744662,3,48762.8059
50101,Augusta - Margaret River - Busselton,augusta - margaret river - busselton,Rest of WA,Western Australia,2018,27753,1443989169.0,39698.0,52026.0,52.026,71.2,518.5749999999999,518574.99999999994,518.5749999999999,9.967612347672317,4,3664.3233
51102,Gascoyne,gascoyne,Rest of WA,Western Australia,2018,5208,271811370.0,41300.0,52171.0,52.171,81.3,518.5749999999999,518574.99999999994,518.5749999999999,9.939909144927258,5,135064.617
51101,Esperance,esperance,Rest of WA,Western Australia,2018,7858,423005479.0,43729.0,53845.0,53.845,71.9,518.5749999999999,518574.99999999994,518.5749999999999,9.63088494753459,6,55660.6599
51001,Kimberley,kimberley,Rest of WA,Western Australia,2018,19004,1046038642.0,45960.0,55031.0,55.031,90.2,518.5749999999999,518574.99999999994,518.5749999999999,9.423325034980282,7,419245.0882
50902,Wheat Belt - North,wheat belt - north,Rest of WA,Western Australia,2018,25491,1409364649.0,45695.0,55300.0,55.3,69.7,518.5749999999999,518574.99999999994,518.5749999999999,9.377486437613019,8,110694.5772
51104,Mid West,mid west,Rest of WA,Western Australia,2018,26124,1533674522.0,48773.0,58707.0,58.707,77.2,518.5749999999999,518574.99999999994,518.5749999999999,8.83327371522987,9,466794.755
50102,Bunbury,bunbury,Rest of WA,Western Australia,2018,53459,3390193499.0,51536.0,63419.0,63.419,80.9,518.5749999999999,518574.99999999994,518.5749999999999,8.176965893501947,10,5449.5137
51103,Goldfields,goldfields,Rest of WA,Western Australia,2018,21745,1617479530.0,65262.0,74391.0,74.391,91.8,518.5749999999999,518574.99999999994,518.5749999999999,6.970937344571251,11,714524.7709
51002,East Pilbara,east pilbara,Rest of WA,Western Australia,2018,12616,1094305226.0,78356.0,86767.0,86.767,94.7,518.5749999999999,518574.99999999994,518.5749999999999,5.976638583793377,12,390711.986
51003,West Pilbara,west pilbara,Rest of WA,Western Australia,2018,16666,1533286781.0,81094.0,92034.0,92.034,94.3,518.5749999999999,518574.99999999994,518.5749999999999,5.634602429536909,13,116066.0889
80103,Canberra East,canberra east,Australian Capital Territory,Australian Capital Territory,2019,660,40213410.0,55393.0,61115.0,61.115,79.3,680.0250000000001,680025.0000000001,680.0250000000001,11.126973738034854,1,211.7957
80101,Belconnen,belconnen,Australian Capital Territory,Australian Capital Territory,2019,58508,4038131234.0,64250.0,69023.0,69.023,79.7,680.0250000000001,680025.0000000001,680.0250000000001,9.852150732364576,2,112.2636
80107,Tuggeranong,tuggeranong,Australian Capital Territory,Australian Capital Territory,2019,52334,3733725394.0,66875.0,71343.0,71.343,81.2,680.0250000000001,680025.0000000001,680.0250000000001,9.531769059333083,3,159.6268
80111,Uriarra - Namadgi,uriarra - namadgi,Australian Capital Territory,Australian Capital Territory,2019,353,25760566.0,65871.0,72158.0,72.158,83.4,680.0250000000001,680025.0000000001,680.0250000000001,9.424110978685663,4,1619.5351
80104,Gungahlin,gungahlin,Australian Capital Territory,Australian Capital Territory,2019,49554,3619277711.0,67615.0,73036.0,73.036,86.8,680.0250000000001,680025.0000000001,680.0250000000001,9.310819321978204,5,91.8779
80105,North Canberra,north canberra,Australian Capital Territory,Australian Capital Territory,2019,33667,2553531202.0,67758.0,75838.0,75.838,81.2,680.0250000000001,680025.0000000001,680.0250000000001,8.966810833619032,6,44.7228
80108,Weston Creek,weston creek,Australian Capital Territory,Australian Capital Territory,2019,12834,1027567238.0,72940.0,80066.0,80.066,73.2,680.0250000000001,680025.0000000001,680.0250000000001,8.493305522943572,7,18.1487
80110,Molonglo,molonglo,Australian Capital Territory,Australian Capital Territory,2019,4711,387612610.0,77642.0,82243.0,82.243,90.3,680.0250000000001,680025.0000000001,680.0250000000001,8.268484855853995,8,27.1507
80109,Woden Valley,woden valley,Australian Capital Territory,Australian Capital Territory,2019,20912,1729374591.0,71414.0,82694.0,82.694,73.7,680.0250000000001,680025.0000000001,680.0250000000001,8.22338984690546,9,28.6004
80106,South Canberra,south canberra,Australian Capital Territory,Australian Capital Territory,2019,18184,1756825368.0,81126.0,96624.0,96.624,73.0,680.0250000000001,680025.0000000001,680.0250000000001,7.037847739692003,10,44.4113
12501,Auburn,auburn,Greater Sydney,New South Wales,2019,53733,2760686442.0,42418.0,51377.0,51.377,81.7,850.175,850175.0,850.175,16.54777429589116,1,33.06
12702,Fairfield,fairfield,Greater Sydney,New South Wales,2019,83758,4309503042.0,46415.0,51451.0,51.451,83.4,850.175,850175.0,850.175,16.5239742667781,2,123.7703
12503,Merrylands - Guildford,merrylands - guildford,Greater Sydney,New South Wales,2019,73125,3906262945.0,47141.0,53417.0,53.417,81.4,850.175,850175.0,850.175,15.91581331785761,3,56.9969
11902,Canterbury,canterbury,Greater Sydney,New South Wales,2019,68691,3707425215.0,45988.0,53970.0,53.97,80.4,850.175,850175.0,850.175,15.752732999814713,4,29.9648
11603,Mount Druitt,mount druitt,Greater Sydney,New South Wales,2019,58988,3234310771.0,52031.0,54827.0,54.827,90.8,850.175,850175.0,850.175,15.506502270778995,5,81.8889
10202,Wyong,wyong,Greater Sydney,New South Wales,2019,81178,4537192678.0,49634.0,55889.0,55.889,82.6,850.175,850175.0,850.175,15.211848485390686,6,692.6225
11901,Bankstown,bankstown,Greater Sydney,New South Wales,2019,84729,4788100014.0,49193.0,56514.0,56.514,82.0,850.175,850175.0,850.175,15.043617510705312,7,68.6675
12302,Campbelltown (NSW),campbelltown (nsw),Greater Sydney,New South Wales,2019,89474,5191193381.0,53819.0,58018.0,58.018,88.1,850.175,850175.0,850.175,14.653641973180736,8,333.0123
12405,St Marys,st marys,Greater Sydney,New South Wales,2019,31196,1830755399.0,55075.0,58678.0,58.678,89.4,850.175,850175.0,850.175,14.488820341524933,9,33.1146
11601,Blacktown,blacktown,Greater Sydney,New South Wales,2019,78251,4602236806.0,54038.0,58814.0,58.814,86.9,850.175,850175.0,850.175,14.455316761315332,10,55.9289
12404,Richmond - Windsor,richmond - windsor,Greater Sydney,New South Wales,2019,19720,1176056042.0,54133.0,59641.0,59.641,83.6,850.175,850175.0,850.175,14.254875002095874,11,178.8386
12701,Bringelly - Green Valley,bringelly - green valley,Greater Sydney,New South Wales,2019,61004,3665758347.0,54457.0,60092.0,60.092,86.1,850.175,850175.0,850.175,14.147889902150036,12,291.524
12703,Liverpool,liverpool,Greater Sydney,New South Wales,2019,62771,3806764639.0,54873.0,60651.0,60.651,86.0,850.175,850175.0,850.175,14.01749352854858,13,124.9847
11904,Kogarah - Rockdale,kogarah - rockdale,Greater Sydney,New South Wales,2019,84339,5167008525.0,51998.0,61268.0,61.268,81.8,850.175,850175.0,850.175,13.876330221322714,14,31.348
11903,Hurstville,hurstville,Greater Sydney,New South Wales,2019,73869,4544779665.0,50079.0,61525.0,61.525,79.2,850.175,850175.0,850.175,13.818366517675742,15,33.9469
10201,Gosford,gosford,Greater Sydney,New South Wales,2019,87117,5403882126.0,51368.0,62031.0,62.031,77.1,850.175,850175.0,850.175,13.705647176411794,16,988.3863
11701,Botany,botany,Greater Sydney,New South Wales,2019,32848,2089880359.0,54437.0,63625.0,63.625,85.7,850.175,850175.0,850.175,13.362278978388998,17,28.3677
11503,Hawkesbury,hawkesbury,Greater Sydney,New South Wales,2019,13993,896543078.0,55383.0,64053.0,64.053,78.3,850.175,850175.0,850.175,13.272992677938582,18,2492.0101
12403,Penrith,penrith,Greater Sydney,New South Wales,2019,84358,5410158663.0,58502.0,64133.0,64.133,87.2,850.175,850175.0,850.175,13.256435844261144,19,356.859
12003,Strathfield - Burwood - Ashfield,strathfield - burwood - ashfield,Greater Sydney,New South Wales,2019,100057,6417791394.0,51094.0,64139.0,64.139,82.0,850.175,850175.0,850.175,13.255195746737554,20,34.1437
12504,Parramatta,parramatta,Greater Sydney,New South Wales,2019,88415,5729535468.0,57307.0,64802.0,64.802,85.6,850.175,850175.0,850.175,13.119579642603624,21,47.0908
12401,Blue Mountains,blue mountains,Greater Sydney,New South Wales,2019,40708,2642876150.0,55249.0,64923.0,64.923,77.3,850.175,850175.0,850.175,13.095128074796298,22,942.4079
12303,Wollondilly,wollondilly,Greater Sydney,New South Wales,2019,23530,1539805807.0,56994.0,65448.0,65.448,82.7,850.175,850175.0,850.175,12.990083730595282,23,870.3606
12502,Carlingford,carlingford,Greater Sydney,New South Wales,2019,37299,2447837386.0,54981.0,65636.0,65.636,77.8,850.175,850175.0,850.175,12.952876470229752,24,25.6873
12301,Camden,camden,Greater Sydney,New South Wales,2019,39781,2702057781.0,60550.0,67927.0,67.927,87.5,850.175,850175.0,850.175,12.516009834086592,25,73.8692
11602,Blacktown - North,blacktown - north,Greater Sydney,New South Wales,2019,65595,4670870864.0,63910.0,71211.0,71.211,88.2,850.175,850175.0,850.175,11.93881563241634,26,103.0657
11502,Dural - Wisemans Ferry,dural - wisemans ferry,Greater Sydney,New South Wales,2019,14995,1090180162.0,52308.0,72708.0,72.708,70.4,850.175,850175.0,850.175,11.693004896297518,27,569.2386
11703,Sydney Inner City,sydney inner city,Greater Sydney,New South Wales,2019,172410,12563055451.0,51973.0,72869.0,72.869,85.7,850.175,850175.0,850.175,11.667169852749455,28,25.0658
12802,Sutherland - Menai - Heathcote,sutherland - menai - heathcote,Greater Sydney,New South Wales,2019,63436,4715034269.0,63212.0,74329.0,74.329,81.4,850.175,850175.0,850.175,11.437998627722692,29,240.2473
12102,Hornsby,hornsby,Greater Sydney,New South Wales,2019,49311,3684198907.0,61872.0,74711.0,74.711,80.5,850.175,850175.0,850.175,11.379515733961531,30,137.3989
11504,Rouse Hill - McGraths Hill,rouse hill - mcgraths hill,Greater Sydney,New South Wales,2019,24941,1881968188.0,63668.0,75469.0,75.469,83.2,850.175,850175.0,850.175,11.26522148166797,31,118.2237
12602,Ryde - Hunters Hill,ryde - hunters hill,Greater Sydney,New South Wales,2019,80847,6112628934.0,59422.0,75607.0,75.607,78.2,850.175,850175.0,850.175,11.244659885989392,32,47.1624
11702,Marrickville - Sydenham - Petersham,marrickville - sydenham - petersham,Greater Sydney,New South Wales,2019,36073,2728301293.0,63557.0,75641.0,75.641,85.9,850.175,850175.0,850.175,11.239605504951019,33,12.67
12801,Cronulla - Miranda - Caringbah,cronulla - miranda - caringbah,Greater Sydney,New South Wales,2019,63886,4880527798.0,60683.0,76398.0,76.398,75.8,850.175,850175.0,850.175,11.128236341265477,34,55.6052
12202,Pittwater,pittwater,Greater Sydney,New South Wales,2019,35136,2749305081.0,55324.0,78241.0,78.241,68.5,850.175,850175.0,850.175,10.866106005802584,35,90.6494
12601,Pennant Hills - Epping,pennant hills - epping,Greater Sydney,New South Wales,2019,29574,2327455241.0,61446.0,78697.0,78.697,75.2,850.175,850175.0,850.175,10.803143703063649,36,22.1744
11501,Baulkham Hills,baulkham hills,Greater Sydney,New South Wales,2019,84297,6730850460.0,63478.0,79851.0,79.851,77.5,850.175,850175.0,850.175,10.647017570224543,37,72.0257
12203,Warringah,warringah,Greater Sydney,New South Wales,2019,92051,7460679140.0,58674.0,81047.0,81.047,76.8,850.175,850175.0,850.175,10.489900921687417,38,149.2123
11802,Eastern Suburbs - South,eastern suburbs - south,Greater Sydney,New South Wales,2019,82854,6747814478.0,61079.0,81437.0,81.437,79.4,850.175,850175.0,850.175,10.439665017129807,39,31.548
12001,Canada Bay,canada bay,Greater Sydney,New South Wales,2019,49751,4122391736.0,64836.0,82859.0,82.859,77.7,850.175,850175.0,850.175,10.2605027818342,40,19.7477
12101,Chatswood - Lane Cove,chatswood - lane cove,Greater Sydney,New South Wales,2019,67892,6854634010.0,69650.0,100964.0,100.964,74.2,850.175,850175.0,850.175,8.420575650726992,41,33.1733
12103,Ku-ring-gai,ku-ring-gai,Greater Sydney,New South Wales,2019,65052,6694031741.0,65000.0,102911.0,102.911,67.0,850.175,850175.0,850.175,8.261264587847752,42,85.5463
11801,Eastern Suburbs - North,eastern suburbs - north,Greater Sydney,New South Wales,2019,84809,8740899257.0,62769.0,103072.0,103.072,72.1,850.175,850175.0,850.175,8.24836036945048,43,26.1862
12002,Leichhardt,leichhardt,Greater Sydney,New South Wales,2019,35306,3758749707.0,79627.0,106450.0,106.45,79.4,850.175,850175.0,850.175,7.9866134335368715,44,10.6577
12201,Manly,manly,Greater Sydney,New South Wales,2019,27395,3094567852.0,66979.0,112969.0,112.969,73.1,850.175,850175.0,850.175,7.525737149129407,45,14.3455
12104,North Sydney - Mosman,north sydney - mosman,Greater Sydney,New South Wales,2019,60536,7227980191.0,78190.0,119410.0,119.41,73.0,850.175,850175.0,850.175,7.119797336906457,46,18.9809
11002,Inverell - Tenterfield,inverell - tenterfield,Rest of NSW,New South Wales,2019,15553,707735412.0,41054.0,45502.0,45.502,72.2,850.175,850175.0,850.175,18.684343545338667,1,30566.4425
10802,Kempsey - Nambucca,kempsey - nambucca,Rest of NSW,New South Wales,2019,19162,879140810.0,40892.0,45872.0,45.872,73.6,850.175,850175.0,850.175,18.53363707708406,2,5339.3246
10801,Great Lakes,great lakes,Rest of NSW,New South Wales,2019,12363,571902564.0,39753.0,46252.0,46.252,68.1,850.175,850175.0,850.175,18.3813672922252,3,3133.0446
10902,Lower Murray,lower murray,Rest of NSW,New South Wales,2019,6103,282376826.0,39973.0,46306.0,46.306,74.6,850.175,850175.0,850.175,18.35993175830346,4,63967.8828
10104,South Coast,south coast,Rest of NSW,New South Wales,2019,31611,1465044505.0,40441.0,46348.0,46.348,67.0,850.175,850175.0,850.175,18.34329420902736,5,9864.4876
11201,Richmond Valley - Coastal,richmond valley - coastal,Rest of NSW,New South Wales,2019,41965,2003770329.0,38990.0,47745.0,47.745,67.9,850.175,850175.0,850.175,17.806576604880092,6,1572.9178
11202,Richmond Valley - Hinterland,richmond valley - hinterland,Rest of NSW,New South Wales,2019,32873,1586195187.0,44597.0,48254.0,48.254,76.9,850.175,850175.0,850.175,17.618746632403532,7,7390.617
10805,Taree - Gloucester,taree - gloucester,Rest of NSW,New South Wales,2019,21952,1060056173.0,43086.0,48285.0,48.285,72.8,850.175,850175.0,850.175,17.607435021228124,8,6675.0682
10903,Upper Murray exc. Albury,upper murray exc. albury,Rest of NSW,New South Wales,2019,19418,950009918.0,44390.0,48932.0,48.932,72.0,850.175,850175.0,850.175,17.374621924303113,9,28231.6033
11301,Griffith - Murrumbidgee (West),griffith - murrumbidgee (west),Rest of NSW,New South Wales,2019,27312,1342091572.0,45859.0,49146.0,49.146,80.3,850.175,850175.0,850.175,17.2989663451756,10,28859.6888
10402,Coffs Harbour,coffs harbour,Rest of NSW,New South Wales,2019,43747,2154074307.0,42474.0,49236.0,49.236,75.7,850.175,850175.0,850.175,17.26734503209034,11,3966.5637
10302,Lachlan Valley,lachlan valley,Rest of NSW,New South Wales,2019,24179,1206797845.0,44000.0,49909.0,49.909,72.8,850.175,850175.0,850.175,17.034502795087057,12,41000.7206
10401,Clarence Valley,clarence valley,Rest of NSW,New South Wales,2019,21765,1096297268.0,44026.0,50358.0,50.358,74.2,850.175,850175.0,850.175,16.882620437666308,13,9263.194
11401,Shoalhaven,shoalhaven,Rest of NSW,New South Wales,2019,44139,2228742951.0,43808.0,50496.0,50.496,72.5,850.175,850175.0,850.175,16.836482097591887,14,4374.9473
10103,Snowy Mountains,snowy mountains,Rest of NSW,New South Wales,2019,10550,533458081.0,43448.0,50565.0,50.565,75.8,850.175,850175.0,850.175,16.813507366755662,15,14284.5857
11001,Armidale,armidale,Rest of NSW,New South Wales,2019,18015,920336615.0,43960.0,51087.0,51.087,76.1,850.175,850175.0,850.175,16.641709241098518,16,16395.6494
