SA3,SA3 NAME,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12602,Ryde - Hunters Hill,"78,179","80,847","82,471","81,905","84,673"," 	37 "," 	37 "," 	37 "," 	38 "," 	38 ","5,705,808,158","6,112,628,934","6,474,608,625","6,771,381,605","7,316,283,134","57,201","59,422","61,505","65,141","67,502","72,984","75,607","78,508","82,674","86,406"," 	78.5 "," 	78.2 "," 	78.4 "," 	78.5 "," 	78.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12701,Bringelly - Green Valley,"56,770","61,004","65,221","69,461","75,146"," 	36 "," 	36 "," 	37 "," 	37 "," 	37 ","3,308,851,165","3,665,758,347","4,055,665,536","4,461,780,180","4,912,895,219","52,566","54,457","56,459","58,303","58,600","58,283","60,092","62,183","64,234","65,378"," 	86.0 "," 	86.1 "," 	86.4 "," 	86.7 "," 	87.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12702,Fairfield,"83,127","83,758","83,020","82,693","85,512"," 	37 "," 	37 "," 	38 "," 	38 "," 	38 ","4,180,914,094","4,309,503,042","4,382,655,121","4,478,165,347","4,605,371,667","44,942","46,415","47,510","48,688","46,984","50,296","51,451","52,790","54,154","53,856"," 	83.8 "," 	83.4 "," 	83.2 "," 	83.5 "," 	83.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12703,Liverpool,"60,121","62,771","64,251","65,100","68,273"," 	37 "," 	37 "," 	37 "," 	38 "," 	38 ","3,536,247,244","3,806,764,639","3,985,094,974","4,162,241,705","4,426,651,221","53,228","54,873","56,289","58,083","58,332","58,823","60,651","62,024","63,936","64,838"," 	86.2 "," 	86.0 "," 	86.1 "," 	86.2 "," 	86.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12801,Cronulla - Miranda - Caringbah,"62,911","63,886","65,155","65,002","66,070"," 	41 "," 	41 "," 	41 "," 	41 "," 	41 ","4,681,827,005","4,880,527,798","5,111,513,314","5,313,316,005","5,640,369,162","58,559","60,683","62,504","65,534","67,913","74,421","76,398","78,452","81,741","85,370"," 	76.3 "," 	75.8 "," 	76.3 "," 	76.6 "," 	76.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12802,Sutherland - Menai - Heathcote,"63,077","63,436","63,484","63,541","64,516"," 	41 "," 	41 "," 	41 "," 	41 "," 	41 ","4,543,309,610","4,715,034,269","4,903,761,389","5,067,204,584","5,329,365,850","60,891","63,212","65,686","67,836","70,134","72,031","74,329","77,244","79,747","82,605"," 	81.8 "," 	81.4 "," 	81.8 "," 	82.2 "," 	82.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria,,"3,257,440","3,364,814","3,417,277","3,398,995","3,545,413"," 	38 "," 	38 "," 	38 "," 	38 "," 	38 ","196,930,050,968","209,313,191,813","219,836,330,041","228,749,891,427","248,496,165,103","49,890","51,487","53,010","55,526","57,653","60,456","62,207","64,331","67,299","70,089"," 	79.0 "," 	78.9 "," 	79.1 "," 	79.0 "," 	79.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,Ballarat,"53,419","55,586","57,045","58,234","61,331"," 	39 "," 	39 "," 	39 "," 	39 "," 	38 ","2,915,042,012","3,131,650,457","3,350,143,040","3,568,046,157","3,882,212,439","48,048","49,683","51,335","53,299","54,907","54,568","56,340","58,728","61,271","63,299"," 	80.3 "," 	80.5 "," 	80.9 "," 	80.8 "," 	81.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20102,Creswick - Daylesford - Ballan,"13,815","14,154","14,475","14,554","14,930"," 	44 "," 	45 "," 	44 "," 	45 "," 	45 ","755,027,764","803,541,367","863,554,061","908,920,847","963,161,022","46,184","48,360","50,730","52,152","53,909","54,665","56,779","59,658","62,452","64,512"," 	73.1 "," 	72.9 "," 	73.1 "," 	73.2 "," 	73.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,Maryborough - Pyrenees,"10,405","10,719","10,762","10,986","11,600"," 	44 "," 	44 "," 	44 "," 	44 "," 	43 ","478,352,917","512,025,236","539,162,681","570,887,634","615,340,716","41,316","43,550","45,341","47,031","47,270","45,973","47,755","50,099","51,965","53,047"," 	74.7 "," 	75.0 "," 	75.5 "," 	76.0 "," 	76.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201,Bendigo,"48,853","50,273","51,014","52,132","54,303"," 	39 "," 	39 "," 	39 "," 	39 "," 	38 ","2,585,125,415","2,766,234,242","2,933,002,688","3,121,835,577","3,327,446,773","47,321","49,489","51,378","53,424","54,700","52,920","55,022","57,494","59,883","61,276"," 	80.3 "," 	80.2 "," 	80.7 "," 	80.9 "," 	81.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20202,Heathcote - Castlemaine - Kyneton,"22,802","23,540","24,006","24,422","25,539"," 	45 "," 	44 "," 	44 "," 	45 "," 	44 ","1,297,059,355","1,376,221,308","1,479,686,175","1,585,831,767","1,710,718,441","47,667","49,046","51,137","54,163","54,875","56,881","58,458","61,638","64,935","66,985"," 	72.9 "," 	72.7 "," 	73.1 "," 	73.0 "," 	73.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203,Loddon - Elmore,"4,735","4,852","4,923","5,089","5,380"," 	44 "," 	44 "," 	44 "," 	44 "," 	43 ","222,154,266","235,115,655","250,620,047","264,942,335","284,431,106","42,964","44,618","46,151","47,483","47,674","46,898","48,467","50,908","52,062","52,868"," 	67.4 "," 	68.0 "," 	68.2 "," 	68.9 "," 	69.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301,Barwon - West,"10,380","10,761","11,178","11,542","12,013"," 	41 "," 	41 "," 	41 "," 	41 "," 	41 ","596,280,466","641,491,458","686,664,187","740,007,898","788,325,196","49,696","51,910","53,434","55,960","56,581","57,440","59,618","61,430","64,114","65,623"," 	75.8 "," 	76.0 "," 	76.6 "," 	76.7 "," 	76.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302,Geelong,"100,671","104,508","107,171","108,985","114,843"," 	39 "," 	38 "," 	38 "," 	38 "," 	38 ","5,703,167,669","6,127,266,908","6,474,400,365","6,896,420,781","7,563,382,428","48,402","50,409","51,906","54,200","56,459","56,650","58,629","60,412","63,279","65,858"," 	80.4 "," 	80.5 "," 	80.7 "," 	80.7 "," 	81.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303,Surf Coast - Bellarine Peninsula,"38,223","40,362","42,703","44,544","46,949"," 	42 "," 	42 "," 	42 "," 	42 "," 	41 ","2,265,863,804","2,479,959,475","2,728,927,580","2,994,818,029","3,299,112,200","48,364","50,316","52,151","54,921","57,082","59,280","61,444","63,905","67,233","70,270"," 	70.6 "," 	70.7 "," 	71.3 "," 	71.4 "," 	71.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401,Upper Goulburn Valley,"26,374","27,118","27,406","27,944","29,179"," 	43 "," 	43 "," 	43 "," 	43 "," 	42 ","1,340,569,432","1,426,894,791","1,505,336,216","1,597,363,063","1,710,538,257","44,385","45,959","47,984","50,299","51,252","50,835","52,616","54,927","57,163","58,622"," 	74.7 "," 	74.8 "," 	75.0 "," 	74.9 "," 	75.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402,Wangaratta - Benalla,"22,590","23,108","23,369","24,081","24,787"," 	43 "," 	43 "," 	43 "," 	43 "," 	42 ","1,127,147,206","1,184,918,859","1,262,213,026","1,354,194,417","1,439,994,411","45,286","46,902","48,946","50,975","52,128","49,898","51,277","54,012","56,235","58,095"," 	75.1 "," 	75.5 "," 	75.6 "," 	76.0 "," 	76.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403,Wodonga - Alpine,"37,034","37,916","38,330","39,402","40,971"," 	41 "," 	41 "," 	41 "," 	41 "," 	41 ","1,898,209,917","2,018,149,175","2,127,005,198","2,265,373,739","2,430,479,436","46,595","48,641","50,527","52,491","53,960","51,257","53,228","55,492","57,494","59,322"," 	77.8 "," 	78.0 "," 	78.1 "," 	78.2 "," 	78.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501,Baw Baw,"24,823","26,043","27,037","28,044","29,784"," 	41 "," 	41 "," 	40 "," 	40 "," 	39 ","1,353,733,539","1,462,151,944","1,572,173,158","1,696,326,135","1,845,191,128","46,311","48,614","50,146","52,443","53,802","54,531","56,142","58,149","60,488","61,952"," 	75.2 "," 	75.7 "," 	76.3 "," 	76.5 "," 	77.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502,Gippsland - East,"20,001","20,696","21,059","21,481","22,259"," 	44 "," 	44 "," 	44 "," 	44 "," 	43 ","923,377,350","989,720,539","1,061,608,783","1,109,977,825","1,173,440,610","39,999","41,633","43,464","45,000","45,773","46,176","47,822","50,411","51,673","52,718"," 	71.6 "," 	72.3 "," 	72.7 "," 	72.4 "," 	72.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503,Gippsland - South West,"27,472","28,569","29,502","30,412","31,971"," 	44 "," 	44 "," 	43 "," 	43 "," 	43 ","1,324,205,858","1,402,676,439","1,524,837,009","1,650,033,845","1,789,548,430","40,187","41,382","43,815","45,793","46,700","48,204","49,093","51,686","54,256","55,974"," 	68.0 "," 	68.3 "," 	68.3 "," 	68.5 "," 	69.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504,Latrobe Valley,"35,390","36,138","36,399","37,061","38,466"," 	40 "," 	40 "," 	40 "," 	40 "," 	39 ","2,096,434,299","2,201,165,229","2,249,715,916","2,348,022,916","2,486,388,047","48,518","50,332","51,890","53,072","54,343","59,235","60,918","61,807","63,356","64,639"," 	83.1 "," 	83.0 "," 	83.4 "," 	83.5 "," 	83.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505,Wellington,"19,984","20,490","20,670","21,107","21,979"," 	42 "," 	41 "," 	42 "," 	41 "," 	41 ","1,111,672,145","1,189,317,310","1,235,381,245","1,274,869,703","1,347,015,712","45,673","47,819","49,557","50,737","51,792","55,628","58,035","59,767","60,400","61,286"," 	76.6 "," 	76.7 "," 	76.7 "," 	76.7 "," 	76.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601,Brunswick - Coburg,"57,583","59,650","59,990","57,217","57,850"," 	34 "," 	34 "," 	35 "," 	35 "," 	36 ","3,667,112,621","3,955,417,572","4,152,134,836","4,256,353,338","4,548,483,312","53,774","56,602","58,916","63,829","67,600","63,685","66,304","69,214","74,390","78,625"," 	85.0 "," 	85.2 "," 	85.3 "," 	84.7 "," 	85.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602,Darebin - South,"33,049","33,852","33,570","32,346","32,500"," 	37 "," 	37 "," 	37 "," 	38 "," 	38 ","2,334,653,532","2,514,393,320","2,626,007,944","2,688,770,248","2,851,462,446","58,080","60,764","63,843","68,630","71,707","70,644","74,278","78,225","83,125","87,737"," 	83.0 "," 	82.9 "," 	82.9 "," 	82.3 "," 	82.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603,Essendon,"40,926","42,237","42,705","41,332","41,964"," 	37 "," 	37 "," 	37 "," 	37 "," 	38 ","2,926,568,745","3,147,315,734","3,301,330,683","3,361,035,046","3,585,827,380","57,219","59,679","61,657","65,143","68,430","71,518","74,512","77,305","81,318","85,450"," 	80.2 "," 	80.1 "," 	80.4 "," 	80.2 "," 	80.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604,Melbourne City,"100,940","104,304","104,605","94,272","107,478"," 	30 "," 	30 "," 	30 "," 	31 "," 	31 ","5,898,638,253","6,136,153,450","6,379,261,303","6,385,741,941","7,404,534,652","40,526","38,995","41,310","50,445","51,841","58,439","58,828","60,984","67,737","68,893"," 	85.4 "," 	84.5 "," 	83.7 "," 	83.1 "," 	85.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605,Port Phillip,"72,159","74,110","73,091","66,651","66,664"," 	35 "," 	35 "," 	35 "," 	37 "," 	37 ","5,698,593,802","5,957,881,358","6,066,153,640","5,990,920,991","6,337,553,662","59,147","60,810","62,749","69,087","72,732","78,975","80,389","82,995","89,885","95,067"," 	80.5 "," 	80.1 "," 	80.0 "," 	79.0 "," 	79.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606,Stonnington - West,"42,968","43,570","42,904","39,957","40,011"," 	33 "," 	33 "," 	33 "," 	34 "," 	34 ","3,549,419,608","3,732,718,195","3,813,006,986","3,818,995,731","4,074,057,259","60,485","63,344","65,675","70,363","74,359","82,606","85,666","88,873","95,578","101,823"," 	75.1 "," 	74.9 "," 	75.0 "," 	74.2 "," 	74.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607,Yarra,"61,362","62,937","62,347","58,472","59,318"," 	33 "," 	33 "," 	34 "," 	34 "," 	34 ","4,639,043,771","4,954,784,485","5,156,578,483","5,168,358,321","5,559,374,379","60,826","63,750","66,689","72,552","76,368","75,598","78,731","82,708","88,390","93,722"," 	82.8 "," 	82.7 "," 	83.0 "," 	82.1 "," 	82.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20701,Boroondara,"93,075","94,431","93,899","90,663","92,488"," 	39 "," 	39 "," 	39 "," 	40 "," 	40 ","7,950,983,663","8,227,677,759","8,415,373,876","8,587,537,160","9,191,722,877","57,047","58,769","60,947","64,562","66,945","85,426","87,128","89,622","94,719","99,383"," 	68.2 "," 	67.1 "," 	67.3 "," 	67.8 "," 	68.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20702,Manningham - West,"45,522","46,617","47,835","47,739","49,356"," 	41 "," 	40 "," 	40 "," 	41 "," 	41 ","2,876,699,296","3,027,769,902","3,199,979,150","3,337,915,398","3,620,476,279","48,990","50,783","51,973","53,952","57,109","63,189","64,950","66,896","69,920","73,354"," 	69.1 "," 	68.5 "," 	69.5 "," 	69.7 "," 	70.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20703,Whitehorse - West,"54,989","56,689","57,266","56,402","58,851"," 	38 "," 	38 "," 	38 "," 	38 "," 	38 ","3,429,088,354","3,630,358,328","3,775,115,245","3,951,819,282","4,314,277,598","47,031","48,832","49,956","53,311","55,969","62,360","64,038","65,922","70,065","73,308"," 	75.6 "," 	75.0 "," 	75.1 "," 	74.8 "," 	75.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
