region_code,region_name,region_category,year,end_year,individuals,median_age,total_income,median_taxable_income,average_taxable_income,salary_wage_share
40203,Port Adelaide - East,SA3,2018-19,2019,35974,36,1958454006,50155,54439,80.5
40203,Port Adelaide - East,SA3,2019-20,2020,37254,36,2085668289,51191,55985,80.2
40203,Port Adelaide - East,SA3,2020-21,2021,38779,36,2258169802,53528,58232,80.7
40203,Port Adelaide - East,SA3,2021-22,2022,41714,36,2521821645,55650,60455,82.1
40204,Salisbury,SA3,2017-18,2018,65722,38,3324396648,48168,50582,83.7
40204,Salisbury,SA3,2018-19,2019,66886,38,3468360520,49647,51852,83.3
40204,Salisbury,SA3,2019-20,2020,67386,38,3571443414,50352,53000,83.2
40204,Salisbury,SA3,2020-21,2021,68850,38,3724576944,51499,54097,83.4
40204,Salisbury,SA3,2021-22,2022,72901,37,4062556150,52793,55727,84.1
40205,Tea Tree Gully,SA3,2017-18,2018,49499,41,2841560217,52642,57406,80.0
40205,Tea Tree Gully,SA3,2018-19,2019,49966,41,2924613348,54237,58527,79.7
40205,Tea Tree Gully,SA3,2019-20,2020,49790,41,3003696068,55530,60327,79.6
40205,Tea Tree Gully,SA3,2020-21,2021,50210,40,3128020899,57652,62299,79.7
40205,Tea Tree Gully,SA3,2021-22,2022,52110,40,3342788189,59202,64149,80.7
40301,Holdfast Bay,SA3,2017-18,2018,18071,42,1200305266,54150,66429,69.5
40301,Holdfast Bay,SA3,2018-19,2019,18186,42,1244964492,56130,68446,68.8
40301,Holdfast Bay,SA3,2019-20,2020,18292,42,1288037841,57137,70415,68.9
40301,Holdfast Bay,SA3,2020-21,2021,18195,42,1331443883,59851,73176,68.5
40301,Holdfast Bay,SA3,2021-22,2022,18698,42,1422209158,62264,76062,69.3
40302,Marion,SA3,2017-18,2018,47712,39,2695171794,51496,56494,80.2
40302,Marion,SA3,2018-19,2019,48719,39,2832775147,53272,58145,79.9
40302,Marion,SA3,2019-20,2020,49576,38,2972267306,54670,59954,80.0
40302,Marion,SA3,2020-21,2021,50574,38,3176053995,57338,62800,80.4
40302,Marion,SA3,2021-22,2022,53147,38,3474448958,59863,65374,81.5
40303,Mitcham,SA3,2017-18,2018,33192,42,2200965013,55057,66320,72.0
40303,Mitcham,SA3,2018-19,2019,33766,42,2285061362,55950,67675,71.8
40303,Mitcham,SA3,2019-20,2020,34021,42,2391153281,58158,70285,72.0
40303,Mitcham,SA3,2020-21,2021,34407,41,2523729282,60699,73349,72.1
40303,Mitcham,SA3,2021-22,2022,35693,41,2713919721,62976,76035,73.2
40304,Onkaparinga,SA3,2017-18,2018,84096,40,4488709832,49217,53379,80.3
40304,Onkaparinga,SA3,2018-19,2019,85348,40,4677401348,50674,54806,80.1
40304,Onkaparinga,SA3,2019-20,2020,85718,40,4839926094,52014,56463,80.1
40304,Onkaparinga,SA3,2020-21,2021,87148,40,5065025747,53667,58120,80.3
40304,Onkaparinga,SA3,2021-22,2022,90925,40,5459037677,55085,60039,80.9
40401,Charles Sturt,SA3,2017-18,2018,57585,39,3324519658,51162,57735,78.4
40401,Charles Sturt,SA3,2018-19,2019,59180,39,3521887388,53113,59505,78.2
40401,Charles Sturt,SA3,2019-20,2020,60323,38,3716237065,54387,61606,78.3
40401,Charles Sturt,SA3,2020-21,2021,61765,38,3946102879,56823,63889,78.6
40401,Charles Sturt,SA3,2021-22,2022,64461,38,4322324009,59419,67053,79.6
40402,Port Adelaide - West,SA3,2017-18,2018,29676,40,1634931271,50093,55095,84.0
40402,Port Adelaide - West,SA3,2018-19,2019,30147,39,1704945051,51773,56545,83.7
40402,Port Adelaide - West,SA3,2019-20,2020,30516,39,1759770468,52363,57667,83.3
40402,Port Adelaide - West,SA3,2020-21,2021,31133,39,1856560380,54541,59633,83.4
40402,Port Adelaide - West,SA3,2021-22,2022,32906,39,2031025389,56030,61722,84.2
40403,West Torrens,SA3,2017-18,2018,33239,37,1869758626,49721,56254,78.2
40403,West Torrens,SA3,2018-19,2019,34406,37,1987899802,50972,57776,78.1
40403,West Torrens,SA3,2019-20,2020,35107,37,2087735788,52225,59468,78.3
40403,West Torrens,SA3,2020-21,2021,35769,37,2233934051,55184,62454,79.0
40403,West Torrens,SA3,2021-22,2022,37617,37,2467581310,58349,65598,80.1
40501,Barossa,SA3,2017-18,2018,18152,42,965422679,48175,53188,76.3
40501,Barossa,SA3,2018-19,2019,18342,42,1005492885,50047,54813,76.2
40501,Barossa,SA3,2019-20,2020,18597,42,1046612828,51132,56279,76.3
40501,Barossa,SA3,2020-21,2021,18700,42,1097383617,53641,58684,75.7
40501,Barossa,SA3,2021-22,2022,19591,42,1180895772,55030,60277,76.3
40502,Lower North,SA3,2017-18,2018,9586,43,443052812,41509,46214,67.6
40502,Lower North,SA3,2018-19,2019,9581,43,458591901,43524,47865,67.3
40502,Lower North,SA3,2019-20,2020,9580,43,475106435,44657,49594,67.6
40502,Lower North,SA3,2020-21,2021,9780,43,498692593,46067,50991,68.3
40502,Lower North,SA3,2021-22,2022,10236,42,538229356,47423,52582,68.7
40503,Mid North,SA3,2017-18,2018,11477,42,579134426,44141,50469,76.3
40503,Mid North,SA3,2018-19,2019,11445,42,583858908,44676,51014,76.2
40503,Mid North,SA3,2019-20,2020,11431,42,604844969,46556,52913,76.6
40503,Mid North,SA3,2020-21,2021,11683,42,640994777,48728,54866,76.5
40503,Mid North,SA3,2021-22,2022,12095,42,683144979,50202,56482,76.9
40504,Yorke Peninsula,SA3,2017-18,2018,9172,44,415495186,39416,45320,63.7
40504,Yorke Peninsula,SA3,2018-19,2019,9298,44,433416804,40443,46614,64.3
40504,Yorke Peninsula,SA3,2019-20,2020,9292,44,451832171,42006,48626,64.7
40504,Yorke Peninsula,SA3,2020-21,2021,9713,44,487258469,43448,50166,64.9
40504,Yorke Peninsula,SA3,2021-22,2022,10293,44,530100649,44222,51501,66.2
40601,Eyre Peninsula and South West,SA3,2017-18,2018,25781,41,1352985269,45337,52484,75.6
40601,Eyre Peninsula and South West,SA3,2018-19,2019,26109,41,1419433441,47701,54368,75.4
40601,Eyre Peninsula and South West,SA3,2019-20,2020,26215,41,1466876044,48902,55956,75.6
40601,Eyre Peninsula and South West,SA3,2020-21,2021,26980,40,1535782628,50000,56923,76.1
40601,Eyre Peninsula and South West,SA3,2021-22,2022,27927,40,1645006635,51147,58904,76.4
40602,Outback - North and East,SA3,2017-18,2018,12234,39,764231490,52744,62463,87.1
40602,Outback - North and East,SA3,2018-19,2019,12541,39,800984522,53660,63879,87.1
40602,Outback - North and East,SA3,2019-20,2020,12294,39,804811569,55013,65464,86.9
40602,Outback - North and East,SA3,2020-21,2021,12135,39,823343434,57955,67849,87.0
40602,Outback - North and East,SA3,2021-22,2022,12454,39,867753723,59334,69677,87.5
40701,Fleurieu - Kangaroo Island,SA3,2017-18,2018,19958,45,925591979,39358,46372,64.3
40701,Fleurieu - Kangaroo Island,SA3,2018-19,2019,20503,45,975887222,40896,47590,64.2
40701,Fleurieu - Kangaroo Island,SA3,2019-20,2020,20901,45,1031549317,42060,49354,64.3
40701,Fleurieu - Kangaroo Island,SA3,2020-21,2021,21412,44,1112335530,44250,51949,64.4
40701,Fleurieu - Kangaroo Island,SA3,2021-22,2022,22554,44,1197204114,44998,53082,64.9
40702,Limestone Coast,SA3,2017-18,2018,32453,41,1549267734,44238,47736,75.3
40702,Limestone Coast,SA3,2018-19,2019,32940,40,1619272797,45443,49155,75.2
40702,Limestone Coast,SA3,2019-20,2020,33088,40,1677882196,46880,50710,75.3
40702,Limestone Coast,SA3,2020-21,2021,33455,40,1751851073,48596,52364,75.3
40702,Limestone Coast,SA3,2021-22,2022,34566,40,1859991722,49615,53810,75.8
40703,Murray and Mallee,SA3,2017-18,2018,33019,40,1427957656,39883,43250,76.1
40703,Murray and Mallee,SA3,2018-19,2019,33004,40,1470132310,41209,44545,76.0
40703,Murray and Mallee,SA3,2019-20,2020,32985,40,1532906432,42850,46473,75.8
40703,Murray and Mallee,SA3,2020-21,2021,33432,40,1609016749,45084,48128,76.0
40703,Murray and Mallee,SA3,2021-22,2022,34676,40,1732620732,46506,49966,76.8
Western Australia,Western Australia,State,2017-18,2018,1351385,38,90269212090,53769,66798,79.7
Western Australia,Western Australia,State,2018-19,2019,1375066,39,93628943297,55094,68090,79.4
Western Australia,Western Australia,State,2019-20,2020,1399583,39,97850939800,56664,69914,79.7
Western Australia,Western Australia,State,2020-21,2021,1436018,39,104866022730,59700,73026,80.2
Western Australia,Western Australia,State,2021-22,2022,1527447,39,115113082983,61638,75363,81.2
50101,Augusta - Margaret River - Busselton,SA3,2017-18,2018,27753,40,1443989169,39698,52026,71.2
50101,Augusta - Margaret River - Busselton,SA3,2018-19,2019,28436,40,1513968075,41289,53243,71.2
50101,Augusta - Margaret River - Busselton,SA3,2019-20,2020,29286,41,1627501407,42722,55573,71.6
50101,Augusta - Margaret River - Busselton,SA3,2020-21,2021,30338,41,1802155929,46654,59403,71.5
50101,Augusta - Margaret River - Busselton,SA3,2021-22,2022,32451,41,2007693332,48159,61868,72.3
50102,Bunbury,SA3,2017-18,2018,53459,41,3390193499,51536,63419,80.9
50102,Bunbury,SA3,2018-19,2019,54306,41,3476907924,52774,64020,80.8
50102,Bunbury,SA3,2019-20,2020,54961,41,3624296052,54554,65943,81.0
50102,Bunbury,SA3,2020-21,2021,56898,41,3890958088,57033,68385,81.8
50102,Bunbury,SA3,2021-22,2022,60672,41,4238490455,58448,69859,82.8
50103,Manjimup,SA3,2017-18,2018,11563,42,567500815,38140,49083,72.2
50103,Manjimup,SA3,2018-19,2019,11556,43,585381086,39579,50639,72.2
50103,Manjimup,SA3,2019-20,2020,11715,43,619942202,41836,52919,72.2
50103,Manjimup,SA3,2020-21,2021,11566,44,667874585,46583,57745,71.5
50103,Manjimup,SA3,2021-22,2022,12553,44,733781837,47556,58455,72.5
50201,Mandurah,SA3,2017-18,2018,46579,41,3059412014,51486,65681,77.9
50201,Mandurah,SA3,2018-19,2019,47734,41,3188721048,53204,66798,77.6
50201,Mandurah,SA3,2019-20,2020,48505,42,3349173598,54992,69048,77.7
50201,Mandurah,SA3,2020-21,2021,50888,41,3642580996,57056,71580,78.5
50201,Mandurah,SA3,2021-22,2022,54976,41,4035676821,58238,73408,79.4
50301,Cottesloe - Claremont,SA3,2017-18,2018,34950,41,3689491932,56260,105559,61.3
50301,Cottesloe - Claremont,SA3,2018-19,2019,35323,41,3816950900,58032,108065,60.9
50301,Cottesloe - Claremont,SA3,2019-20,2020,35462,42,3858957288,60000,108820,61.2
50301,Cottesloe - Claremont,SA3,2020-21,2021,36388,41,4184742210,64004,115003,61.9
50301,Cottesloe - Claremont,SA3,2021-22,2022,38318,41,4505350458,64883,117578,63.4
50302,Perth City,SA3,2017-18,2018,67836,35,5417150726,57665,79857,80.2
50302,Perth City,SA3,2018-19,2019,68594,35,5563756035,58885,81119,79.6
50302,Perth City,SA3,2019-20,2020,70262,35,5819709901,60340,82829,79.6
50302,Perth City,SA3,2020-21,2021,69125,36,6089142878,66703,88089,79.6
50302,Perth City,SA3,2021-22,2022,73687,36,6725952333,69224,91277,80.9
50401,Bayswater - Bassendean,SA3,2017-18,2018,45541,38,2950455463,55604,64781,81.2
50401,Bayswater - Bassendean,SA3,2018-19,2019,46219,38,3056150567,56997,66118,81.1
50401,Bayswater - Bassendean,SA3,2019-20,2020,46790,38,3191354434,58525,68206,81.3
50401,Bayswater - Bassendean,SA3,2020-21,2021,47353,38,3392906294,62239,71651,81.8
50401,Bayswater - Bassendean,SA3,2021-22,2022,50146,38,3718674136,64088,74157,82.8
50402,Mundaring,SA3,2017-18,2018,21594,43,1450456904,55791,67169,78.2
50402,Mundaring,SA3,2018-19,2019,21944,43,1503597174,57177,68517,78.1
50402,Mundaring,SA3,2019-20,2020,22207,43,1579105719,59293,71108,78.4
50402,Mundaring,SA3,2020-21,2021,22879,43,1681028924,61535,73475,79.2
50402,Mundaring,SA3,2021-22,2022,24096,43,1825557505,63117,75762,80.2
50403,Swan,SA3,2017-18,2018,73103,38,4570562067,54621,62526,84.9
50403,Swan,SA3,2018-19,2019,75710,38,4817582135,55947,63630,84.7
50403,Swan,SA3,2019-20,2020,78145,38,5120876916,57390,65530,84.9
50403,Swan,SA3,2020-21,2021,82247,38,5591174796,59533,67980,85.5
50403,Swan,SA3,2021-22,2022,88684,38,6259046717,61896,70577,86.4
50501,Joondalup,SA3,2017-18,2018,88240,42,6206646721,56140,70339,77.7
50501,Joondalup,SA3,2018-19,2019,88413,42,6378666496,57755,72142,77.2
50501,Joondalup,SA3,2019-20,2020,88848,42,6587183568,59955,74140,77.4
50501,Joondalup,SA3,2020-21,2021,90683,42,7000191449,62772,77194,77.8
50501,Joondalup,SA3,2021-22,2022,94551,42,7545214534,64888,79800,78.8
50502,Stirling,SA3,2017-18,2018,108727,37,7410466902,54924,68159,77.7
50502,Stirling,SA3,2018-19,2019,110285,37,7679144507,56261,69633,77.2
50502,Stirling,SA3,2019-20,2020,112368,37,8053312890,57884,71669,77.4
50502,Stirling,SA3,2020-21,2021,114260,38,8618076427,61616,75425,78.0
50502,Stirling,SA3,2021-22,2022,120523,38,9469537008,64487,78570,79.2
50503,Wanneroo,SA3,2017-18,2018,103382,38,6441563430,53300,62312,83.7
50503,Wanneroo,SA3,2018-19,2019,106542,38,6752907120,54689,63384,83.6
50503,Wanneroo,SA3,2019-20,2020,109233,38,7117548366,55904,65159,83.9
50503,Wanneroo,SA3,2020-21,2021,113419,38,7679862448,58200,67712,84.3
50503,Wanneroo,SA3,2021-22,2022,121139,38,8534913129,60349,70456,85.1
50601,Armadale,SA3,2017-18,2018,44330,37,2748985469,54860,62006,84.9
50601,Armadale,SA3,2018-19,2019,45981,37,2929214655,56743,63698,84.9
50601,Armadale,SA3,2019-20,2020,47327,38,3105002723,58286,65607,85.1
50601,Armadale,SA3,2020-21,2021,49594,38,3362361109,60155,67798,85.6
50601,Armadale,SA3,2021-22,2022,53716,38,3771732039,62044,70216,86.6
50602,Belmont - Victoria Park,SA3,2017-18,2018,42538,35,2776049266,55345,65260,84.8
50602,Belmont - Victoria Park,SA3,2018-19,2019,43224,35,2880097622,56243,66626,84.4
50602,Belmont - Victoria Park,SA3,2019-20,2020,44177,36,3036289572,57559,68730,84.2
50602,Belmont - Victoria Park,SA3,2020-21,2021,45232,36,3284658072,61502,72618,84.6
50602,Belmont - Victoria Park,SA3,2021-22,2022,47962,36,3662325195,65329,76359,85.7
50603,Canning,SA3,2017-18,2018,51241,37,3079753744,49080,60104,80.5
50603,Canning,SA3,2018-19,2019,52166,37,3174308455,49887,60850,79.4
50603,Canning,SA3,2019-20,2020,52944,37,3307986739,50668,62481,79.2
50603,Canning,SA3,2020-21,2021,54449,37,3570352399,53994,65572,79.6
50603,Canning,SA3,2021-22,2022,58332,37,3976906464,56976,68177,81.1
50604,Gosnells,SA3,2017-18,2018,62029,38,3643111840,51867,58732,84.4
50604,Gosnells,SA3,2018-19,2019,62961,38,3773757790,53258,59938,83.8
50604,Gosnells,SA3,2019-20,2020,63620,38,3890492714,53895,61152,83.7
50604,Gosnells,SA3,2020-21,2021,65524,39,4144494498,55482,63252,83.9
50604,Gosnells,SA3,2021-22,2022,70337,39,4613377417,57641,65590,85.0
50605,Kalamunda,SA3,2017-18,2018,30804,41,2036398056,56183,66108,78.8
50605,Kalamunda,SA3,2018-19,2019,31091,41,2112908450,57979,67968,78.5
50605,Kalamunda,SA3,2019-20,2020,31094,41,2179485790,59623,70093,78.9
50605,Kalamunda,SA3,2020-21,2021,31858,41,2318257123,61822,72768,79.7
50605,Kalamunda,SA3,2021-22,2022,33412,41,2503313813,63638,74923,80.4
50606,Serpentine - Jarrahdale,SA3,2017-18,2018,15578,37,1025911398,57109,65844,82.5
50606,Serpentine - Jarrahdale,SA3,2018-19,2019,16310,37,1098785283,58630,67373,82.6
50606,Serpentine - Jarrahdale,SA3,2019-20,2020,16764,38,1167554457,60607,69647,82.9
50606,Serpentine - Jarrahdale,SA3,2020-21,2021,17522,38,1276123927,63492,72830,83.1
50606,Serpentine - Jarrahdale,SA3,2021-22,2022,18823,38,1409464863,65000,74880,84.0
50607,South Perth,SA3,2017-18,2018,23326,38,1824332061,58478,78197,73.5
50607,South Perth,SA3,2018-19,2019,23221,38,1862956129,59526,80227,72.9
50607,South Perth,SA3,2019-20,2020,23460,38,1927789360,61399,82173,73.1
50607,South Perth,SA3,2020-21,2021,23966,38,2048368810,65209,85470,73.6
50607,South Perth,SA3,2021-22,2022,24943,39,2199282149,66811,88172,74.6
50701,Cockburn,SA3,2017-18,2018,60714,38,4074797065,57140,67110,84.0
50701,Cockburn,SA3,2018-19,2019,62408,38,4245157926,58545,68026,83.8
50701,Cockburn,SA3,2019-20,2020,64468,38,4489605867,59860,69641,84.1
50701,Cockburn,SA3,2020-21,2021,66766,38,4868526098,62801,72919,84.2
50701,Cockburn,SA3,2021-22,2022,70993,39,5375609988,65295,75720,84.9
50702,Fremantle,SA3,2017-18,2018,21911,40,1624346297,55011,74124,75.4
50702,Fremantle,SA3,2018-19,2019,22011,40,1668684791,56852,75822,74.7
50702,Fremantle,SA3,2019-20,2020,22306,40,1742280184,58699,78108,75.0
50702,Fremantle,SA3,2020-21,2021,22347,41,1849305129,63991,82754,74.9
50702,Fremantle,SA3,2021-22,2022,23941,40,2020358430,64138,84389,75.9
50703,Kwinana,SA3,2017-18,2018,21580,36,1326145791,55337,61467,89.0
50703,Kwinana,SA3,2018-19,2019,22636,36,1412364401,56617,62384,88.7
50703,Kwinana,SA3,2019-20,2020,23199,37,1497778730,58511,64562,88.4
50703,Kwinana,SA3,2020-21,2021,24441,37,1627997691,59964,66609,88.9
50703,Kwinana,SA3,2021-22,2022,26902,37,1869779359,62586,69503,90.1
50704,Melville,SA3,2017-18,2018,54215,41,4129434915,56762,76171,71.6
50704,Melville,SA3,2018-19,2019,54592,41,4281115394,58367,78419,71.1
50704,Melville,SA3,2019-20,2020,55128,41,4409852771,60324,79993,71.3
50704,Melville,SA3,2020-21,2021,56422,41,4698894236,63318,83281,72.0
50704,Melville,SA3,2021-22,2022,59470,41,5109600657,65352,85919,73.5
50705,Rockingham,SA3,2017-18,2018,67509,39,4551351687,56825,67414,85.8
50705,Rockingham,SA3,2018-19,2019,68875,39,4715444512,58449,68464,85.5
50705,Rockingham,SA3,2019-20,2020,70206,39,4905499390,59841,69873,85.7
50705,Rockingham,SA3,2020-21,2021,72844,39,5265172737,61872,72280,86.0
50705,Rockingham,SA3,2021-22,2022,77687,39,5820749123,64190,74926,86.9
50901,Albany,SA3,2017-18,2018,28828,41,1427109791,42194,49496,69.7
50901,Albany,SA3,2018-19,2019,28990,42,1460714296,42868,50390,69.8
50901,Albany,SA3,2019-20,2020,29559,42,1534277606,44091,51906,70.2
50901,Albany,SA3,2020-21,2021,30084,42,1637490068,47184,54431,70.7
50901,Albany,SA3,2021-22,2022,31861,42,1766725427,47778,55451,71.6
50902,Wheat Belt - North,SA3,2017-18,2018,25491,43,1409364649,45695,55300,69.7
50902,Wheat Belt - North,SA3,2018-19,2019,25776,43,1465174660,47360,56836,69.7
50902,Wheat Belt - North,SA3,2019-20,2020,26407,43,1536244742,48474,58176,70.6
50902,Wheat Belt - North,SA3,2020-21,2021,26811,43,1659696622,52220,61904,71.7
50902,Wheat Belt - North,SA3,2021-22,2022,28878,43,1816154210,53030,62891,72.6
50903,Wheat Belt - South,SA3,2017-18,2018,9327,41,474682919,41886,50866,63.8
50903,Wheat Belt - South,SA3,2018-19,2019,9303,41,477108921,42499,51285,63.6
50903,Wheat Belt - South,SA3,2019-20,2020,9387,41,500874032,44074,53358,65.4
50903,Wheat Belt - South,SA3,2020-21,2021,9284,41,521061406,47179,56125,65.9
50903,Wheat Belt - South,SA3,2021-22,2022,9825,42,554953435,47692,56484,66.5
51001,Kimberley,SA3,2017-18,2018,19004,37,1046038642,45960,55031,90.2
51001,Kimberley,SA3,2018-19,2019,18923,37,1072846803,48065,56689,90.1
51001,Kimberley,SA3,2019-20,2020,19054,37,1123598143,50625,58969,90.5
51001,Kimberley,SA3,2020-21,2021,18864,38,1175370285,54900,62308,90.7
51001,Kimberley,SA3,2021-22,2022,20148,38,1243633632,53845,61725,91.5
51002,East Pilbara,SA3,2017-18,2018,12616,36,1094305226,78356,86767,94.7
51002,East Pilbara,SA3,2018-19,2019,12954,36,1133472710,79396,87473,94.2
51002,East Pilbara,SA3,2019-20,2020,13451,36,1200074595,81646,89218,94.9
51002,East Pilbara,SA3,2020-21,2021,13536,37,1269616584,85868,93796,94.9
51002,East Pilbara,SA3,2021-22,2022,13848,37,1306077374,84672,94315,95.0
51003,West Pilbara,SA3,2017-18,2018,16666,37,1533286781,81094,92034,94.3
51003,West Pilbara,SA3,2018-19,2019,17007,37,1573943390,80895,92525,93.8
51003,West Pilbara,SA3,2019-20,2020,17328,37,1670323972,84195,96395,94.0
51003,West Pilbara,SA3,2020-21,2021,17439,38,1703221570,86488,97667,94.0
51003,West Pilbara,SA3,2021-22,2022,17987,38,1795473707,89891,99821,94.0
51101,Esperance,SA3,2017-18,2018,7858,40,423005479,43729,53845,71.9
51101,Esperance,SA3,2018-19,2019,7853,40,425695994,44852,54180,72.1
51101,Esperance,SA3,2019-20,2020,8096,40,452468883,46054,55888,73.1
51101,Esperance,SA3,2020-21,2021,8150,40,488578233,50872,59948,74.2
51101,Esperance,SA3,2021-22,2022,8671,40,538512283,52851,62105,74.5
51102,Gascoyne,SA3,2017-18,2018,5208,38,271811370,41300,52171,81.3
51102,Gascoyne,SA3,2018-19,2019,5222,38,275718175,41766,52809,81.6
51102,Gascoyne,SA3,2019-20,2020,5308,38,284189845,42064,53540,82.2
51102,Gascoyne,SA3,2020-21,2021,5247,38,309862033,49487,59055,81.8
51102,Gascoyne,SA3,2021-22,2022,5618,38,331831377,48707,59066,82.4
51103,Goldfields,SA3,2017-18,2018,21745,38,1617479530,65262,74391,91.8
51103,Goldfields,SA3,2018-19,2019,22071,38,1666919388,66224,75518,91.7
51103,Goldfields,SA3,2019-20,2020,21805,38,1699745316,68864,77952,91.3
51103,Goldfields,SA3,2020-21,2021,21971,39,1796979740,72436,81789,91.6
51103,Goldfields,SA3,2021-22,2022,22887,39,1916791255,74211,83750,92.2
51104,Mid West,SA3,2017-18,2018,26124,42,1533674522,48773,58707,77.2
51104,Mid West,SA3,2018-19,2019,26408,42,1588859340,50586,60166,76.8
51104,Mid West,SA3,2019-20,2020,26683,42,1640613825,51347,61485,77.9
51104,Mid West,SA3,2020-21,2021,27497,42,1743388292,53393,63403,78.8
51104,Mid West,SA3,2021-22,2022,29254,42,1901222623,54511,64990,79.7
Tasmania,Tasmania,State,2017-18,2018,258195,41,13372748420,45923,51793,79.0
Tasmania,Tasmania,State,2018-19,2019,266706,40,14235140939,47525,53375,79.0
Tasmania,Tasmania,State,2019-20,2020,271325,40,14979668716,48915,55209,78.9
Tasmania,Tasmania,State,2020-21,2021,279043,39,16002834155,50875,57349,79.2
Tasmania,Tasmania,State,2021-22,2022,291089,39,17330311758,52999,59536,79.9
60101,Brighton,SA3,2017-18,2018,8418,39,415112836,46508,49289,86.6
60101,Brighton,SA3,2018-19,2019,8786,38,452983188,49015,51546,86.8
60101,Brighton,SA3,2019-20,2020,9074,38,482764349,50964,53203,86.9
60101,Brighton,SA3,2020-21,2021,9445,38,511341092,51910,54139,87.1
60101,Brighton,SA3,2021-22,2022,10058,38,560354206,52985,55712,87.8
60102,Hobart - North East,SA3,2017-18,2018,27428,41,1548861336,51225,56482,77.9
60102,Hobart - North East,SA3,2018-19,2019,28547,40,1647915559,52710,57728,78.0
60102,Hobart - North East,SA3,2019-20,2020,29163,40,1738701657,54197,59620,78.0
60102,Hobart - North East,SA3,2020-21,2021,29982,40,1856359944,56136,61916,78.3
60102,Hobart - North East,SA3,2021-22,2022,31179,39,2013716073,58673,64586,78.9
60103,Hobart - North West,SA3,2017-18,2018,26800,38,1295915861,46212,48355,84.7
60103,Hobart - North West,SA3,2018-19,2019,28339,37,1409081356,47508,49719,84.9
60103,Hobart - North West,SA3,2019-20,2020,29217,37,1478141707,47879,50592,84.7
60103,Hobart - North West,SA3,2020-21,2021,30137,36,1588515458,49848,52710,85.1
60103,Hobart - North West,SA3,2021-22,2022,31483,36,1750217771,52775,55592,85.9
60104,Hobart - South and West,SA3,2017-18,2018,17383,41,987990422,50628,56830,76.4
60104,Hobart - South and West,SA3,2018-19,2019,17923,41,1049331431,52467,58540,76.3
60104,Hobart - South and West,SA3,2019-20,2020,18311,40,1106870313,53696,60448,76.3
60104,Hobart - South and West,SA3,2020-21,2021,18938,40,1186058775,55408,62629,77.0
60104,Hobart - South and West,SA3,2021-22,2022,19756,40,1279473248,57458,64764,77.7
60105,Hobart Inner,SA3,2017-18,2018,29543,38,1748907980,47156,59201,74.0
60105,Hobart Inner,SA3,2018-19,2019,30399,37,1842477331,48311,60618,74.3
60105,Hobart Inner,SA3,2019-20,2020,30771,37,1914973663,48499,62233,73.9
60105,Hobart Inner,SA3,2020-21,2021,31449,37,2075813877,52507,66006,74.8
60105,Hobart Inner,SA3,2021-22,2022,32412,36,2232405723,55614,68876,75.7
60106,Sorell - Dodges Ferry,SA3,2017-18,2018,8348,41,425763503,47579,50971,79.9
60106,Sorell - Dodges Ferry,SA3,2018-19,2019,8765,41,464263105,49574,52974,79.9
60106,Sorell - Dodges Ferry,SA3,2019-20,2020,9018,41,492979393,50956,54666,80.3
60106,Sorell - Dodges Ferry,SA3,2020-21,2021,9302,41,522923616,52471,56216,80.4
60106,Sorell - Dodges Ferry,SA3,2021-22,2022,9660,40,565412063,54908,58531,80.4
60201,Launceston,SA3,2017-18,2018,41485,40,2137523809,45495,51523,81.6
60201,Launceston,SA3,2018-19,2019,42449,39,2251967060,47198,53056,81.5
60201,Launceston,SA3,2019-20,2020,43511,39,2387048533,48498,54861,81.5
60201,Launceston,SA3,2020-21,2021,44770,39,2558043090,50541,57137,81.7
60201,Launceston,SA3,2021-22,2022,46719,38,2777978066,52756,59461,82.2
60202,Meander Valley - West Tamar,SA3,2017-18,2018,10558,44,512712158,42937,48566,75.5
60202,Meander Valley - West Tamar,SA3,2018-19,2019,11112,43,550145160,43866,49500,75.9
60202,Meander Valley - West Tamar,SA3,2019-20,2020,11014,43,573065414,46998,52031,75.1
60202,Meander Valley - West Tamar,SA3,2020-21,2021,11308,43,605352501,48600,53533,75.0
60202,Meander Valley - West Tamar,SA3,2021-22,2022,11884,42,656235852,49891,55220,75.8
60203,North East,SA3,2017-18,2018,17184,44,797697019,41211,46421,76.2
60203,North East,SA3,2018-19,2019,17597,43,846959919,42954,48139,76.2
60203,North East,SA3,2019-20,2020,17495,43,885540940,45287,50617,75.5
60203,North East,SA3,2020-21,2021,18346,43,947621567,46577,51653,76.0
60203,North East,SA3,2021-22,2022,19519,42,1040000141,48000,53281,77.1
60301,Central Highlands (Tas.),SA3,2017-18,2018,5398,42,257432045,44590,47673,77.9
60301,Central Highlands (Tas.),SA3,2018-19,2019,5636,42,280813783,46457,49790,78.8
60301,Central Highlands (Tas.),SA3,2019-20,2020,5733,42,294751757,48047,51413,78.9
60301,Central Highlands (Tas.),SA3,2020-21,2021,5842,42,308675884,49956,52837,78.8
60301,Central Highlands (Tas.),SA3,2021-22,2022,6185,41,334877063,51450,54143,80.7
60302,Huon - Bruny Island,SA3,2017-18,2018,9315,42,435273098,41276,46713,73.8
60302,Huon - Bruny Island,SA3,2018-19,2019,9428,43,467098265,43735,49544,72.4
60302,Huon - Bruny Island,SA3,2019-20,2020,9669,42,493650338,45519,51055,72.1
60302,Huon - Bruny Island,SA3,2020-21,2021,9696,43,520435173,47983,53675,71.6
